# sha1,mapper,basic_or_none,font  basic+e=VG8020 basic+j=HB-10 none+e=C-BIOS none+j=C-BIOS JP
f623c98642e902e7400e6ec57a176d22e031374a,MIRRORED,none,e
f6711e1e2bac04d45b8988f1d03529ad777abf4e,MIRRORED,none,j
f858a75f0a7a12a4449a3d575b121801ace0aa42,NONE,none,e
f89e3d8f3b6855c29d71d3149cc762e0f6918ad5,NONE,none,e
f929bd1d720b0ef7092c9add8accd0d56fc9c8a3,NONE,none,e
f979ad20850a5c1673bc2c5943f470db6925eb50,NONE,none,e
f99919c8f42addb7f65ab4fb21b603ee7e716c90,MIRRORED,none,j
fb51c505adfbc174df94289fa894ef969f5357bc,NONE,none,e
fc760d1d7b16370abc7eea39955f230b95b37df6,NONE,none,e
fcc6b6b9f05de409492a1fb988fa671e46d54196,MIRRORED,none,e
fd4bcc81a8160a1dea06036c5f79d200f948f4d6,NONE,none,e
fd9fa78bac25aa3c0792425b21d14e364cf7eea4,NONE,none,e
fe0254cbfc11405b79e7c86c7769bd6322b04995,NONE,none,e
fedd9b682d056ddd1e9b3d281723e12f859b2e69,NONE,none,e
fef04a6e1b3a49bcc130969c062f6551ecd5feaf,NONE,none,e
ff72a1788d47f9876d9fabd720f6a289fb409090,KONAMI_SCC,basic,e
04bd78730b100dd879e2fbd3fe646d2bc9bbc46b,MIRRORED,none,j
25f5adeca8a2ddb754d25eb18cff0d84e5b003bc,KONAMI,basic,j
16c692a2c9babfdadd8408d2f0f8fae3a8d96fd5,ASCII8,none,j
9a63d48c4fc05e76c9de25e5c5f2a0c99b5d1be4,PAGE2,basic,j
6fe8c1725c35d85a5e489c0c8d21134def09ecfb,PAGE2,basic,j
f8164d3872b5d54eaeafc6de3bb98a472f0c828d,PAGE2,basic,j
8f71dddd429173df7ce52c5245af1a76b482a901,PAGE2,basic,j
6bde4e6761286a2909858ecef04155e17072996e,ASCII8,none,j
937464eb371c68add2236bcef91d24a8ce7c4ed1,KONAMI_SCC,none,e
ae0c0b0c9468e137eba5b52f96241acd55d9746a,MIRRORED,none,j
495876c504bdc4de24860ea15b25dda8f3b06c49,ASCII8,none,j
ec53d72e41e114574f4c116cab19e1633f3da207,NONE,none,e
9f0cbb1191235ecca4985de976a0993744b57930,MIRRORED,basic,j
01cf858888f5a0d3aee08f42a66c515ab0d06400,MIRRORED,basic,j
ee7dbd36a2b0bbae11c68ac4de75077f283bed05,MIRRORED,none,j
f86a7945b34c97cc58d5ee27964968870bfcef93,MIRRORED,none,j
d69d4a6f2834b20df3a2afbd7a927220e96e31e1,MIRRORED,none,j
5400c0c929b31a70e76aac676b91d40445f1b427,MIRRORED,none,j
482cd650220e6931f85ee8532c61dac561365e30,ASCII8,basic,j
208ce6cbff7402bfe52b1062e6b10ae09c0a3179,PAGE2,basic,j
bcfdb43b275c62a76856aab94fb1b53bd92b2db2,MIRRORED,basic,j
3d065377f11b23410282b6b76f26bd93b9d05184,PAGE2,basic,j
ce1376941359471cae41887fe11f10d3b696a926,MIRRORED,basic,e
613c741535c92dfb01afec4135ef8ebddb49f999,MIRRORED,none,e
